Anno;Quartiere;Zona;Tipologia Famiglia;Dimensione Familiare;Numero Famiglie;Componenti
2003;Porto - Saragozza;Marconi;Coniugi con figli;4;410;1640
2003;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;4;26;104
2003;Porto - Saragozza;Saffi;Altre tipologie familiari;3;18;54
2003;Porto - Saragozza;Saffi;Coniugi con altri membri conviventi;5;3;15
2003;Porto - Saragozza;Saffi;Padre con figli e altri membri conviventi;3;41;123
2003;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;3;162;486
2003;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;6-10;1;8
2003;San Donato - San Vitale;San Donato;Coniugi con figli;4;836;3344
2003;San Donato - San Vitale;San Donato;Madre con figli;6-10;3;21
2003;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;3;176;528
2003;San Donato - San Vitale;San Vitale;Coniugi con figli;6-10;31;196
2003;San Donato - San Vitale;San Vitale;Madre con figli;2;1014;2028
2003;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;6-10;6;38
2003;San Donato - San Vitale;San Vitale;Padre con figli;2;201;402
2003;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;5;6;30
2003;San Donato - San Vitale;San Vitale;Solo;1;2972;2972
2003;Santo Stefano;Colli;Coniugi con altri membri conviventi;4;2;8
2003;Santo Stefano;Colli;Padre con figli;2;52;104
2003;Santo Stefano;Colli;Padre con figli e altri membri conviventi;5;4;20
2003;Santo Stefano;Galvani;Altre tipologie familiari;2;302;604
2003;Santo Stefano;Galvani;Altre tipologie familiari;3;16;48
2003;Santo Stefano;Galvani;Madre con figli;4;13;52
2003;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;6-10;4;26
2003;Santo Stefano;Galvani;Sola;1;2238;2238
2003;Santo Stefano;Irnerio;Coniugi con figli e altri membri conviventi;Oltre 10;1;11
2003;Santo Stefano;Irnerio;Madre con figli;3;107;321
2003;Santo Stefano;Irnerio;Padre con figli e altri membri conviventi;5;2;10
2003;Santo Stefano;Murri;Coniugi con figli;3;1712;5136
2003;Santo Stefano;Murri;Coniugi con figli;4;1000;4000
2003;Santo Stefano;Murri;Padre con figli;5;4;20
2003;Savena;Mazzini;Altre tipologie familiari;3;33;99
2003;Savena;Mazzini;Altre tipologie familiari;4;5;20
2003;Savena;Mazzini;Coniugi con altri membri conviventi;6-10;1;6
2003;Savena;Mazzini;Coniugi con figli;4;1244;4976
2003;Savena;San Ruffillo;Altre tipologie familiari;3;32;96
2003;Savena;San Ruffillo;Madre con figli e altri membri conviventi;5;8;40
2003;Savena;San Ruffillo;Padre con figli;3;36;108
2003;Senza fissa dimora;Senza fissa dimora;Madre con figli;4;1;4
2003;Senza fissa dimora;Senza fissa dimora;Padre con figli e altri membri conviventi;6-10;1;7
2004;Borgo Panigale - Reno;Barca;Madre con figli e altri membri conviventi;6-10;3;20
2004;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;5;3;15
2004;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;6-10;3;23
2004;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;2;666;1332
2004;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;6-10;1;6
2004;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;4;5;20
2004;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;5;2;10
2004;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;5;37;185
2004;Borgo Panigale - Reno;Santa Viola;Coniugi con figli e altri membri conviventi;4;61;244
2004;Borgo Panigale - Reno;Santa Viola;Padre con figli;4;1;4
2004;Borgo Panigale - Reno;Santa Viola;Padre con figli e altri membri conviventi;3;38;114
2004;Navile;Bolognina;Altre tipologie familiari;4;6;24
2004;Navile;Bolognina;Madre con figli;6-10;4;26
2004;Navile;Bolognina;Madre con figli e altri membri conviventi;6-10;2;15
2004;Navile;Bolognina;Padre con figli e altri membri conviventi;Oltre 10;1;12
2004;Navile;Corticella;Altre tipologie familiari;5;1;5
2004;Navile;Corticella;Coniugi con figli;6-10;20;124
2004;Navile;Lame;Coniugi con altri membri conviventi;5;1;5
2004;Navile;Lame;Padre con figli;3;24;72
2004;Porto - Saragozza;Costa Saragozza;Altre tipologie familiari;2;379;758
2004;Porto - Saragozza;Costa Saragozza;Coniugi;2;2078;4156
2004;Porto - Saragozza;Costa Saragozza;Madre con figli;3;185;555
2004;Porto - Saragozza;Costa Saragozza;Padre con figli;3;41;123
2004;Porto - Saragozza;Malpighi;Coniugi con altri membri conviventi;3;21;63
2004;Porto - Saragozza;Malpighi;Coniugi con figli;6-10;15;92
2004;Porto - Saragozza;Marconi;Altre tipologie familiari;2;287;574
2004;Porto - Saragozza;Marconi;Coniugi con figli;Oltre 10;1;11
2004;Porto - Saragozza;Marconi;Padre con figli;2;101;202
2004;Porto - Saragozza;Saffi;Coniugi con figli e altri membri conviventi;4;62;248
2004;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;4;27;108
2004;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;4;21;84
2004;San Donato - San Vitale;San Donato;Coniugi con figli;5;123;615
2004;San Donato - San Vitale;San Donato;Coniugi con figli e altri membri conviventi;Oltre 10;5;64
2004;San Donato - San Vitale;San Donato;Madre con figli;3;238;714
2004;San Donato - San Vitale;San Vitale;Altre tipologie familiari;3;54;162
2004;San Donato - San Vitale;San Vitale;Altre tipologie familiari;4;8;32
2004;San Donato - San Vitale;San Vitale;Coniugi con figli e altri membri conviventi;Oltre 10;1;11
2004;San Donato - San Vitale;San Vitale;Madre con figli;4;21;84
2004;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;4;57;228
2004;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;6-10;5;32
2004;San Donato - San Vitale;San Vitale;Padre con figli e altri membri conviventi;6-10;5;31
2004;Santo Stefano;Colli;Altre tipologie familiari;4;1;4
2004;Santo Stefano;Colli;Coniugi con figli e altri membri conviventi;6-10;21;137
2004;Santo Stefano;Colli;Madre con figli;2;239;478
2004;Santo Stefano;Colli;Madre con figli;4;37;148
2004;Santo Stefano;Colli;Sola;1;879;879
2004;Santo Stefano;Galvani;Coniugi con figli;4;436;1744
2004;Santo Stefano;Galvani;Madre con figli;2;453;906
2004;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;6-10;5;31
2004;Santo Stefano;Irnerio;Coniugi con figli;3;632;1896
2004;Santo Stefano;Murri;Altre tipologie familiari;4;9;36
2004;Santo Stefano;Murri;Coniugi con figli;3;1640;4920
2004;Santo Stefano;Murri;Padre con figli e altri membri conviventi;3;66;198
2004;Santo Stefano;Murri;Sola;1;4160;4160
2004;Savena;Mazzini;Coniugi con altri membri conviventi;3;202;606
2004;Savena;Mazzini;Coniugi con figli;5;164;820
2004;Savena;Mazzini;Coniugi con figli e altri membri conviventi;5;102;510
2004;Savena;Mazzini;Madre con figli e altri membri conviventi;4;50;200
2004;Savena;Mazzini;Madre con figli e altri membri conviventi;5;9;45
2004;Savena;Mazzini;Padre con figli;4;2;8
2004;Savena;Mazzini;Padre con figli;5;1;5
2004;Savena;San Ruffillo;Altre tipologie familiari;2;297;594
2004;Savena;San Ruffillo;Coniugi con altri membri conviventi;5;1;5
2004;Savena;San Ruffillo;Madre con figli e altri membri conviventi;5;12;60
2004;Savena;San Ruffillo;Padre con figli e altri membri conviventi;5;3;15
2005;Borgo Panigale - Reno;Barca;Altre tipologie familiari;3;22;66
2005;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;3;120;360
2005;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;5;2;10
2005;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;Oltre 10;1;11
2005;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;4;10;40
2005;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;5;3;15
2005;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;4;12;48
2005;Borgo Panigale - Reno;Borgo Panigale;Padre con figli e altri membri conviventi;Oltre 10;1;16
2005;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;6-10;1;7
2005;Borgo Panigale - Reno;Santa Viola;Coniugi;2;1160;2320
2005;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;5;42;210
2005;Borgo Panigale - Reno;Santa Viola;Madre con figli;4;9;36
2005;Borgo Panigale - Reno;Santa Viola;Madre con figli e altri membri conviventi;6-10;1;6
2005;Navile;Bolognina;Altre tipologie familiari;2;574;1148
2005;Navile;Bolognina;Altre tipologie familiari;5;1;5
2005;Navile;Bolognina;Coniugi con figli;4;928;3712
2005;Navile;Bolognina;Padre con figli e altri membri conviventi;4;54;216
2005;Navile;Bolognina;Padre con figli e altri membri conviventi;5;11;55
2005;Navile;Bolognina;Sola;1;4723;4723
2005;Navile;Corticella;Coniugi con altri membri conviventi;3;107;321
2005;Navile;Corticella;Coniugi con figli e altri membri conviventi;6-10;26;165
2005;Navile;Corticella;Madre con figli;2;474;948
2005;Navile;Corticella;Madre con figli;4;10;40
2005;Navile;Corticella;Padre con figli;4;3;12
2005;Navile;Lame;Madre con figli;3;132;396
2005;Navile;Lame;Madre con figli e altri membri conviventi;3;58;174
2005;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;4;9;36
2005;Porto - Saragozza;Costa Saragozza;Coniugi con figli;3;1311;3933
2005;Porto - Saragozza;Costa Saragozza;Coniugi con figli;4;818;3272
2005;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;5;9;45
2005;Porto - Saragozza;Costa Saragozza;Madre con figli e altri membri conviventi;6-10;2;12
2005;Porto - Saragozza;Costa Saragozza;Padre con figli;3;39;117
2005;Porto - Saragozza;Costa Saragozza;Solo;1;2289;2289
2005;Porto - Saragozza;Malpighi;Coniugi con altri membri conviventi;4;1;4
2005;Porto - Saragozza;Malpighi;Coniugi con figli;6-10;11;67
2005;Porto - Saragozza;Malpighi;Madre con figli e altri membri conviventi;5;3;15
2005;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;6-10;1;6
2005;Porto - Saragozza;Marconi;Altre tipologie familiari;3;22;66
2005;Porto - Saragozza;Marconi;Madre con figli e altri membri conviventi;4;22;88
2005;Porto - Saragozza;Saffi;Coniugi con altri membri conviventi;5;2;10
2005;Porto - Saragozza;Saffi;Coniugi con figli e altri membri conviventi;4;58;232
2005;Porto - Saragozza;Saffi;Padre con figli;4;2;8
2005;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;6-10;2;12
2005;San Donato - San Vitale;San Donato;Coniugi con figli;6-10;52;344
2005;San Donato - San Vitale;San Donato;Coniugi con figli e altri membri conviventi;6-10;68;466
2005;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;5;14;70
2005;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;Oltre 10;1;11
2005;San Donato - San Vitale;San Vitale;Coniugi con figli;5;172;860
2005;Santo Stefano;Colli;Altre tipologie familiari;2;98;196
2005;Santo Stefano;Galvani;Altre tipologie familiari;2;293;586
2005;Santo Stefano;Galvani;Solo;1;1806;1806
2005;Santo Stefano;Irnerio;Madre con figli e altri membri conviventi;6-10;1;6
2005;Santo Stefano;Irnerio;Padre con figli e altri membri conviventi;6-10;1;6
2005;Santo Stefano;Murri;Padre con figli e altri membri conviventi;3;65;195
2005;Santo Stefano;Murri;Padre con figli e altri membri conviventi;4;33;132
2005;Santo Stefano;Murri;Padre con figli e altri membri conviventi;5;5;25
2005;Savena;Mazzini;Altre tipologie familiari;4;6;24
2005;Savena;Mazzini;Madre con figli;6-10;2;14
2005;Savena;San Ruffillo;Coniugi con altri membri conviventi;4;2;8
2005;Savena;San Ruffillo;Coniugi con figli;5;99;495
2005;Savena;San Ruffillo;Madre con figli;2;756;1512
2005;Savena;San Ruffillo;Madre con figli;5;4;20
2005;Savena;San Ruffillo;Madre con figli;6-10;1;6
2005;Savena;San Ruffillo;Madre con figli e altri membri conviventi;6-10;6;37
2006;Borgo Panigale - Reno;Barca;Altre tipologie familiari;6-10;1;9
2006;Borgo Panigale - Reno;Barca;Coniugi;2;2184;4368
2006;Borgo Panigale - Reno;Barca;Coniugi con altri membri conviventi;4;9;36
2006;Borgo Panigale - Reno;Barca;Coniugi con figli;6-10;19;117
2006;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;4;84;336
2006;Borgo Panigale - Reno;Barca;Madre con figli;2;746;1492
2006;Borgo Panigale - Reno;Barca;Madre con figli;6-10;2;12
2006;Borgo Panigale - Reno;Barca;Padre con figli;4;1;4
2006;Borgo Panigale - Reno;Borgo Panigale;Altre tipologie familiari;3;33;99
2006;Borgo Panigale - Reno;Borgo Panigale;Coniugi con altri membri conviventi;4;14;56
2006;Borgo Panigale - Reno;Borgo Panigale;Madre con figli e altri membri conviventi;5;19;95
2006;Borgo Panigale - Reno;Borgo Panigale;Padre con figli;4;3;12
2006;Borgo Panigale - Reno;Santa Viola;Altre tipologie familiari;6-10;1;6
2006;Borgo Panigale - Reno;Santa Viola;Coniugi con altri membri conviventi;3;63;189
2006;Borgo Panigale - Reno;Santa Viola;Coniugi con figli;5;44;220
2006;Borgo Panigale - Reno;Santa Viola;Madre con figli e altri membri conviventi;4;20;80
2006;Borgo Panigale - Reno;Santa Viola;Madre con figli e altri membri conviventi;6-10;2;12
2006;Borgo Panigale - Reno;Santa Viola;Padre con figli;2;67;134
2006;Navile;Bolognina;Altre tipologie familiari;2;584;1168
2006;Navile;Bolognina;Coniugi con figli;3;1752;5256
2006;Navile;Bolognina;Coniugi con figli;5;145;725
2006;Navile;Bolognina;Padre con figli e altri membri conviventi;6-10;2;12
2006;Navile;Corticella;Madre con figli;3;119;357
2006;Navile;Lame;Altre tipologie familiari;4;4;16
2006;Navile;Lame;Coniugi con altri membri conviventi;5;1;5
2006;Navile;Lame;Coniugi con figli e altri membri conviventi;5;38;190
2006;Navile;Lame;Madre con figli;2;496;992
2006;Navile;Lame;Madre con figli;5;1;5
2006;Navile;Lame;Padre con figli;3;24;72
2006;Navile;Lame;Padre con figli e altri membri conviventi;5;6;30
2006;Navile;Lame;Sola;1;1452;1452
2006;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;5;2;10
2006;Porto - Saragozza;Costa Saragozza;Coniugi con figli;3;1241;3723
2006;Porto - Saragozza;Costa Saragozza;Coniugi con figli;4;799;3196
2006;Porto - Saragozza;Costa Saragozza;Coniugi con figli e altri membri conviventi;6-10;24;148
2006;Porto - Saragozza;Costa Saragozza;Solo;1;2355;2355
2006;Porto - Saragozza;Malpighi;Altre tipologie familiari;2;256;512
2006;Porto - Saragozza;Malpighi;Coniugi con altri membri conviventi;4;1;4
2006;Porto - Saragozza;Malpighi;Coniugi con figli;5;65;325
2006;Porto - Saragozza;Malpighi;Madre con figli;5;1;5
2006;Porto - Saragozza;Malpighi;Madre con figli e altri membri conviventi;6-10;4;27
2006;Porto - Saragozza;Malpighi;Padre con figli e altri membri conviventi;3;43;129
2006;Porto - Saragozza;Marconi;Coniugi con altri membri conviventi;4;4;16
2006;Porto - Saragozza;Marconi;Coniugi con figli e altri membri conviventi;5;28;140
2006;Porto - Saragozza;Marconi;Madre con figli;2;506;1012
2006;Porto - Saragozza;Saffi;Coniugi con figli;3;943;2829
2006;Porto - Saragozza;Saffi;Madre con figli;3;119;357
2006;Porto - Saragozza;Saffi;Madre con figli e altri membri conviventi;6-10;4;24
2006;San Donato - San Vitale;San Donato;Altre tipologie familiari;Oltre 10;1;11
2006;San Donato - San Vitale;San Donato;Coniugi con altri membri conviventi;3;145;435
2006;San Donato - San Vitale;San Donato;Madre con figli e altri membri conviventi;3;171;513
2006;San Donato - San Vitale;San Donato;Padre con figli e altri membri conviventi;6-10;2;12
2006;San Donato - San Vitale;San Vitale;Coniugi con altri membri conviventi;3;107;321
2006;San Donato - San Vitale;San Vitale;Coniugi con figli;4;1048;4192
2006;San Donato - San Vitale;San Vitale;Madre con figli e altri membri conviventi;3;132;396
2006;Santo Stefano;Colli;Madre con figli;2;225;450
2006;Santo Stefano;Colli;Madre con figli e altri membri conviventi;6-10;2;12
2006;Santo Stefano;Colli;Padre con figli e altri membri conviventi;3;16;48
2006;Santo Stefano;Galvani;Madre con figli;5;2;10
2006;Santo Stefano;Galvani;Madre con figli e altri membri conviventi;6-10;2;13
2006;Santo Stefano;Galvani;Padre con figli;2;120;240
2006;Santo Stefano;Irnerio;Coniugi con figli;3;592;1776
2006;Santo Stefano;Irnerio;Padre con figli;2;98;196
2006;Santo Stefano;Irnerio;Padre con figli;3;25;75
2006;Santo Stefano;Irnerio;Sola;1;2779;2779
2006;Santo Stefano;Murri;Altre tipologie familiari;5;2;10
2006;Santo Stefano;Murri;Coniugi con altri membri conviventi;5;1;5
2006;Santo Stefano;Murri;Madre con figli;4;38;152
2006;Savena;Mazzini;Altre tipologie familiari;5;3;15
2006;Savena;Mazzini;Coniugi con figli;5;174;870
2006;Savena;Mazzini;Madre con figli e altri membri conviventi;4;67;268
2006;Savena;Mazzini;Padre con figli;4;3;12
2006;Savena;Mazzini;Padre con figli e altri membri conviventi;3;126;378
2006;Savena;San Ruffillo;Altre tipologie familiari;4;9;36
2006;Savena;San Ruffillo;Coniugi con figli;5;104;520
2006;Savena;San Ruffillo;Madre con figli e altri membri conviventi;6-10;4;24
2006;Savena;San Ruffillo;Padre con figli e altri membri conviventi;3;82;246
2006;Senza fissa dimora;Senza fissa dimora;Padre con figli e altri membri conviventi;6-10;2;13
2006;Senza fissa dimora;Senza fissa dimora;Solo;1;39;39
2007;Borgo Panigale - Reno;Barca;Altre tipologie familiari;3;27;81
2007;Borgo Panigale - Reno;Barca;Coniugi con figli e altri membri conviventi;6-10;24;152
2007;Borgo Panigale - Reno;Barca;Madre con figli;2;747;1494
2007;Borgo Panigale - Reno;Barca;Madre con figli;4;16;64
2007;Borgo Panigale - Reno;Barca;Padre con figli;4;1;4
2007;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli;4;753;3012
2007;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli;Oltre 10;1;12
2007;Borgo Panigale - Reno;Borgo Panigale;Coniugi con figli e altri membri conviventi;4;108;432
2007;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;3;156;468
2007;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;4;16;64
2007;Borgo Panigale - Reno;Borgo Panigale;Madre con figli;5;4;20
2007;Borgo Panigale - Reno;Borgo Panigale;Padre con figli e altri membri conviventi;Oltre 10;1;17
2007;Borgo Panigale - Reno;Santa Viola;Coniugi;2;1133;2266
2007;Borgo Panigale - Reno;Santa Viola;Madre con figli;3;81;243
2007;Borgo Panigale - Reno;Santa Viola;Padre con figli e altri membri conviventi;5;3;15
2007;Navile;Bolognina;Altre tipologie familiari;4;11;44
2007;Navile;Bolognina;Madre con figli e altri membri conviventi;5;12;60
2007;Navile;Corticella;Madre con figli;2;496;992
2007;Navile;Corticella;Madre con figli e altri membri conviventi;6-10;3;19
2007;Navile;Lame;Madre con figli;2;500;1000
2007;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;4;7;28
2007;Porto - Saragozza;Costa Saragozza;Coniugi con altri membri conviventi;5;2;10
