Sezione censimento (2011);Anno di riferimento;Nome quartiere;Nome zona;Nome area;Numero unità locali;Numero addetti (dipendenti e indipendenti);Numero addetti istituzioni pubbliche;Numero studenti
1404;2017;Santo Stefano;Murri;SIEPELUNGA;2;11;;
1407;2017;Santo Stefano;Murri;CHIESANUOVA;16;19;;
1410;2017;Santo Stefano;Murri;CHIESANUOVA;9;9;;
1434;2017;Santo Stefano;Murri;CHIESANUOVA;2;2;;
1435;2017;Santo Stefano;Murri;CHIESANUOVA;3;6;;
1481;2017;Santo Stefano;Irnerio;IRNERIO-2;38;56;;
1564;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;7;20;;
1569;2017;San Donato - San Vitale;S. Vitale;MENGOLI;23;78;;
1592;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;15;22;;
1595;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;4;18;;
1596;2017;San Donato - San Vitale;S. Vitale;CIRENAICA;6;7;;
1724;2017;San Donato - San Vitale;S. Vitale;GUELFA;15;30;;
1759;2017;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;8;10;;
1777;2017;San Donato - San Vitale;S. Vitale;GUELFA;22;43;;
1838;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;16;21;;
1878;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;9;19;;
1884;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;25;42;8;
1891;2017;Porto - Saragozza;Costa Saragozza;RAVONE;8;9;;
2114;2017;Savena;Mazzini;BITONE;21;50;;
2121;2017;Savena;Mazzini;VIA ARNO;15;16;;
2179;2017;Savena;S. Ruffillo;VIA TOSCANA;8;9;;
2197;2017;Savena;S. Ruffillo;MONTE DONATO;25;40;;
2265;2017;Savena;S. Ruffillo;CORELLI;9;10;16;
2267;2017;Savena;S. Ruffillo;CORELLI;9;19;;
2282;2017;Savena;S. Ruffillo;CORELLI;3;3;;
2308;2017;Savena;S. Ruffillo;MONTE DONATO;1;1;;
2310;2017;Savena;S. Ruffillo;MONTE DONATO;3;13;;
2315;2017;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;5;6;;
2316;2017;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;10;11;;
2322;2017;Savena;S. Ruffillo;MONTE DONATO;4;4;;
2327;2017;Navile;Lame;PESCAROLA;9;16;;
2328;2017;Borgo Panigale - Reno;Barca;BATTINDARNO;13;14;72;
19;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;2;2;;
49;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;8;;
52;2018;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;2;2;;
67;2018;Borgo Panigale - Reno;Borgo Panigale;LA BIRRA;4;16;;
80;2018;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;1;3;;
103;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;18;36;;
116;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;9;33;;
142;2018;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;53;148;;
161;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;5;4;;
192;2018;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;1;1;;
243;2018;Navile;Bolognina;ARCOVEGGIO;10;14;;
246;2018;Navile;Bolognina;ARCOVEGGIO;8;17;;
269;2018;Navile;Bolognina;ARCOVEGGIO;39;73;;
271;2018;Navile;Bolognina;ARCOVEGGIO;8;7;;
288;2018;Navile;Bolognina;PIAZZA DELL'UNITA';13;14;;
308;2018;Navile;Bolognina;VIA FERRARESE;23;44;;
324;2018;Navile;Bolognina;VIA FERRARESE;18;22;;
338;2018;Navile;Bolognina;VIA FERRARESE;8;15;;
339;2018;Navile;Bolognina;VIA FERRARESE;13;343;;
384;2018;Navile;Corticella;SAN SAVINO;3;7;;
401;2018;Navile;Corticella;SAN SAVINO;1;2;;
412;2018;Navile;Corticella;SAN SAVINO;21;34;;
428;2018;Navile;Corticella;SAVENA ABBANDONATO;4;6;;
462;2018;Navile;Corticella;CROCE COPERTA;52;387;;
499;2018;Navile;Lame;LAGHETTI DEL ROSARIO;6;25;;
550;2018;Navile;Lame;PESCAROLA;22;55;;
554;2018;Navile;Lame;PESCAROLA;15;20;;
563;2018;Navile;Lame;BEVERARA;21;47;;
595;2018;Navile;Lame;BEVERARA;13;30;;
596;2018;Navile;Lame;BEVERARA;30;311;;
639;2018;Porto - Saragozza;Marconi;MARCONI-2;5;27;;
641;2018;Porto - Saragozza;Marconi;MARCONI-2;48;136;;
654;2018;Porto - Saragozza;Marconi;MARCONI-2;8;22;;
689;2018;Porto - Saragozza;Marconi;MARCONI-1;1;19;;
724;2018;Porto - Saragozza;Saffi;ZANARDI;27;69;;
747;2018;Porto - Saragozza;Saffi;VELODROMO;14;23;;
751;2018;Porto - Saragozza;Saffi;VELODROMO;7;8;;
766;2018;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;17;18;;
816;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;17;22;;
827;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;2;;
833;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;16;57;;
849;2018;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;7;9;;
851;2018;Borgo Panigale - Reno;Barca;BATTINDARNO;10;11;;
877;2018;Borgo Panigale - Reno;Barca;CANALE DI RENO;22;215;;
902;2018;Borgo Panigale - Reno;S. Viola;AGUCCHI;28;32;;
935;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;3;3;;
946;2018;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;3;8;;
1008;2018;San Donato - San Vitale;San Donato;VIA DEL LAVORO;7;14;;
1029;2018;San Donato - San Vitale;San Donato;VIA MONDO;21;30;;
1075;2018;San Donato - San Vitale;San Donato;VIA MONDO;3;3;;
1098;2018;San Donato - San Vitale;San Donato;PILASTRO;4;8;;
1120;2018;San Donato - San Vitale;San Donato;CAAB;4;22;;
1149;2018;Santo Stefano;Colli;PADERNO;2;2;;
1167;2018;Santo Stefano;Colli;SAN MICHELE IN BOSCO;12;11;;
1221;2018;Santo Stefano;Galvani;GALVANI-1;3;238;;
1232;2018;Santo Stefano;Galvani;GALVANI-2;69;113;;
1246;2018;Santo Stefano;Galvani;GALVANI-2;41;59;;
1260;2018;Santo Stefano;Galvani;GALVANI-2;25;33;;
1262;2018;Santo Stefano;Galvani;GALVANI-2;28;45;;
1265;2018;Santo Stefano;Galvani;GALVANI-2;82;112;;
1366;2018;Santo Stefano;Murri;DAGNINI;16;29;;
1398;2018;Santo Stefano;Murri;SIEPELUNGA;31;36;;
1427;2018;Santo Stefano;Murri;CHIESANUOVA;14;20;;
1472;2018;Santo Stefano;Irnerio;IRNERIO-2;2;564;;
1492;2018;Santo Stefano;Irnerio;IRNERIO-1;16;25;;
1493;2018;Santo Stefano;Irnerio;IRNERIO-1;46;124;;
1508;2018;Santo Stefano;Irnerio;IRNERIO-1;15;54;;
1511;2018;Santo Stefano;Irnerio;IRNERIO-1;73;132;;
1517;2018;Santo Stefano;Irnerio;IRNERIO-1;1;1;;
1520;2018;Santo Stefano;Irnerio;IRNERIO-1;62;369;;
1559;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;3;3;;
1562;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;52;86;;
1564;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;7;17;;
1575;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;2;2;;
1596;2018;San Donato - San Vitale;S. Vitale;CIRENAICA;5;4;;
1633;2018;San Donato - San Vitale;S. Vitale;MENGOLI;20;33;;
1656;2018;San Donato - San Vitale;S. Vitale;MENGOLI;39;76;;
1674;2018;San Donato - San Vitale;S. Vitale;ROVERI;8;24;;
1692;2018;San Donato - San Vitale;S. Vitale;ROVERI;84;446;;
1702;2018;San Donato - San Vitale;S. Vitale;ROVERI;4;47;;
1709;2018;San Donato - San Vitale;S. Vitale;ROVERI;4;67;;
1726;2018;San Donato - San Vitale;S. Vitale;GUELFA;8;8;;
1779;2018;San Donato - San Vitale;S. Vitale;GUELFA;48;105;;
1794;2018;Porto - Saragozza;Costa Saragozza;XXI APRILE;23;150;;
1813;2018;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;8;12;;
1873;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;24;26;;
1876;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;96;221;;
1908;2018;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;4;3;;
1912;2018;Porto - Saragozza;Costa Saragozza;VIA DEL GENIO;1;1;;
1913;2018;Porto - Saragozza;Costa Saragozza;SAN LUCA;3;19;;
1924;2018;Porto - Saragozza;Costa Saragozza;SAN LUCA;7;12;;
1935;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;40;81;;
1958;2018;Porto - Saragozza;Malpighi;MALPIGHI-1;7;9;;
1976;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;33;226;;
1978;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;31;67;;
1992;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;67;149;;
1997;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;22;36;;
1998;2018;Porto - Saragozza;Malpighi;MALPIGHI-2;31;74;;
2011;2018;Savena;Mazzini;FOSSOLO;7;19;;
2025;2018;Savena;Mazzini;PONTEVECCHIO;44;59;;
2068;2018;Savena;Mazzini;PONTEVECCHIO;19;23;;
2073;2018;Savena;Mazzini;BITONE;11;12;;
2098;2018;Savena;Mazzini;BITONE;10;11;;
2117;2018;Savena;Mazzini;BITONE;4;4;;
2120;2018;Savena;Mazzini;VIA ARNO;25;46;;
2135;2018;Savena;Mazzini;VIA ARNO;3;4;;
2142;2018;Savena;Mazzini;CAVEDONE;8;9;;
2153;2018;Savena;Mazzini;VIA ARNO;3;3;;
2154;2018;Savena;Mazzini;VIA ARNO;14;27;;
2168;2018;Savena;S. Ruffillo;VIA TOSCANA;2;2;;
2192;2018;Savena;S. Ruffillo;VIA TOSCANA;7;9;;
2193;2018;Savena;S. Ruffillo;VIA TOSCANA;2;2;;
2233;2018;Savena;S. Ruffillo;VIA TOSCANA;6;8;;
2264;2018;Savena;S. Ruffillo;CORELLI;21;21;;
2282;2018;Savena;S. Ruffillo;CORELLI;1;1;;
2299;2018;Savena;S. Ruffillo;VIA TOSCANA;22;22;;
114;2017;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;9;22;;
136;2017;Borgo Panigale - Reno;Borgo Panigale;DUCATI-VILLAGGIO INA;16;379;;
164;2017;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;3;5;;
214;2017;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;2;2;;
243;2017;Navile;Bolognina;ARCOVEGGIO;14;22;;
271;2017;Navile;Bolognina;ARCOVEGGIO;6;7;55;
303;2017;Navile;Bolognina;VIA FERRARESE;13;34;;
305;2017;Navile;Bolognina;VIA FERRARESE;20;745;;
311;2017;Navile;Bolognina;VIA FERRARESE;16;17;;
322;2017;Navile;Bolognina;VIA FERRARESE;29;46;2;
324;2017;Navile;Bolognina;VIA FERRARESE;18;26;;
328;2017;Navile;Bolognina;VIA FERRARESE;8;13;;
342;2017;Navile;Bolognina;PIAZZA DELL'UNITA';12;23;;
356;2017;Navile;Bolognina;PIAZZA DELL'UNITA';45;114;;
357;2017;Navile;Bolognina;PIAZZA DELL'UNITA';13;24;;
366;2017;Navile;Bolognina;PIAZZA DELL'UNITA';5;19;;
369;2017;Navile;Corticella;SAN SAVINO;4;14;;
379;2017;Navile;Corticella;SAN SAVINO;13;20;;
398;2017;Navile;Corticella;SAN SAVINO;23;31;;
429;2017;Navile;Corticella;SAVENA ABBANDONATO;2;2;293;
447;2017;Navile;Corticella;CROCE COPERTA;29;305;;
451;2017;Navile;Corticella;CROCE COPERTA;19;282;;
459;2017;Navile;Corticella;CROCE COPERTA;6;21;;
512;2017;Navile;Lame;LAGHETTI DEL ROSARIO;13;46;;
527;2017;Navile;Lame;TIRO A SEGNO;3;6;;
574;2017;Navile;Lame;BEVERARA;3;4;29;
600;2017;Navile;Lame;LAZZARETTO;6;586;;
641;2017;Porto - Saragozza;Marconi;MARCONI-2;50;179;;
666;2017;Porto - Saragozza;Marconi;MARCONI-2;91;219;;
684;2017;Porto - Saragozza;Marconi;MARCONI-1;118;335;72;
725;2017;Porto - Saragozza;Saffi;ZANARDI;39;480;244;
739;2017;Porto - Saragozza;Saffi;VELODROMO;13;60;;
766;2017;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;17;23;;
821;2017;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;18;49;;
843;2017;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;5;13;13;
894;2017;Borgo Panigale - Reno;S. Viola;AGUCCHI;28;103;67;
897;2017;Borgo Panigale - Reno;S. Viola;AGUCCHI;5;34;18;
901;2017;Borgo Panigale - Reno;S. Viola;AGUCCHI;14;132;;
919;2017;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;29;53;;
925;2017;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;4;32;66;
938;2017;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;3;3;;
973;2017;San Donato - San Vitale;San Donato;FIERA;21;877;6;
976;2017;San Donato - San Vitale;San Donato;FIERA;92;3523;2003;
987;2017;San Donato - San Vitale;San Donato;VIA DEL LAVORO;5;6;;
998;2017;San Donato - San Vitale;San Donato;VIA DEL LAVORO;4;151;;
1002;2017;San Donato - San Vitale;San Donato;VIA DEL LAVORO;8;9;;
1018;2017;San Donato - San Vitale;San Donato;MICHELINO;16;44;;
1023;2017;San Donato - San Vitale;San Donato;MICHELINO;4;7;172;
1054;2017;San Donato - San Vitale;San Donato;MICHELINO;8;9;;
1146;2017;Santo Stefano;Colli;OSSERVANZA;4;4;;
1148;2017;Santo Stefano;Colli;OSSERVANZA;53;72;;
1151;2017;Santo Stefano;Colli;OSSERVANZA;13;13;;
1168;2017;Santo Stefano;Colli;SAN MICHELE IN BOSCO;2;2;;
1169;2017;Santo Stefano;Colli;SAN MICHELE IN BOSCO;5;6;;
1176;2017;Santo Stefano;Colli;PADERNO;4;5;;
1207;2017;Santo Stefano;Colli;PADERNO;9;10;;
1223;2017;Santo Stefano;Galvani;GALVANI-1;79;193;;
1234;2017;Santo Stefano;Galvani;GALVANI-2;59;105;164;
1240;2017;Santo Stefano;Galvani;GALVANI-2;23;29;;
1253;2017;Santo Stefano;Galvani;GALVANI-2;1;2;;
1260;2017;Santo Stefano;Galvani;GALVANI-2;25;29;51;
1264;2017;Santo Stefano;Galvani;GALVANI-2;59;96;;
1276;2017;Santo Stefano;Galvani;GALVANI-2;30;34;;
1279;2017;Santo Stefano;Galvani;GALVANI-2;52;83;24;
1289;2017;Santo Stefano;Galvani;GALVANI-2;41;48;;
1295;2017;Santo Stefano;Galvani;GALVANI-2;27;59;59;
1312;2017;Santo Stefano;Murri;DAGNINI;62;92;;
1358;2017;Santo Stefano;Murri;MEZZOFANTI;14;19;;
1376;2017;Santo Stefano;Murri;DAGNINI;3;6;;
1393;2017;Santo Stefano;Murri;SIEPELUNGA;12;13;;
1419;2017;Santo Stefano;Murri;CHIESANUOVA;23;35;;
1447;2017;Santo Stefano;Irnerio;IRNERIO-2;35;1056;;
1449;2017;Santo Stefano;Irnerio;IRNERIO-2;51;264;37;
1511;2017;Santo Stefano;Irnerio;IRNERIO-1;70;125;;
1521;2017;Santo Stefano;Irnerio;IRNERIO-1;6;12;;
1533;2017;Santo Stefano;Irnerio;IRNERIO-2;9;9;;
1630;2017;San Donato - San Vitale;S. Vitale;MENGOLI;13;25;78;
1637;2017;San Donato - San Vitale;S. Vitale;MENGOLI;45;92;;
1644;2017;San Donato - San Vitale;S. Vitale;MENGOLI;22;27;;
1648;2017;San Donato - San Vitale;S. Vitale;MENGOLI;18;29;;
1686;2017;San Donato - San Vitale;S. Vitale;VIA LARGA;6;52;67;
1708;2017;San Donato - San Vitale;S. Vitale;ROVERI;22;241;;
1720;2017;San Donato - San Vitale;S. Vitale;GUELFA;7;12;;
1746;2017;San Donato - San Vitale;S. Vitale;GUELFA;107;574;;
1760;2017;San Donato - San Vitale;S. Vitale;CROCE DEL BIACCO;54;653;;
1779;2017;San Donato - San Vitale;S. Vitale;GUELFA;47;118;;
1786;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;11;28;;
1836;2017;Porto - Saragozza;Costa Saragozza;XXI APRILE;27;33;;
1861;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;53;58;;
1877;2017;Porto - Saragozza;Costa Saragozza;STADIO-MELONCELLO;41;76;;
1882;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;8;7;;
1899;2017;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;36;44;;
1917;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;5;5;;
1918;2017;Porto - Saragozza;Costa Saragozza;SAN LUCA;1;0;;
1932;2017;Porto - Saragozza;Malpighi;MALPIGHI-2;48;86;;
1962;2017;Porto - Saragozza;Malpighi;MALPIGHI-1;135;496;;
2048;2017;Savena;Mazzini;DUE MADONNE;16;28;;
2050;2017;Savena;Mazzini;DUE MADONNE;8;11;;
2065;2017;Savena;Mazzini;PONTEVECCHIO;4;6;;
2081;2017;Savena;Mazzini;BITONE;17;26;;
2087;2017;Savena;Mazzini;BITONE;38;59;;
2149;2017;Savena;Mazzini;VIA ARNO;57;104;9;
2158;2017;Savena;Mazzini;OSPEDALE BELLARIA;1;1;;
2160;2017;Savena;S. Ruffillo;MONTE DONATO;3;3;;
2213;2017;Savena;S. Ruffillo;VIA TOSCANA;11;36;;
2215;2017;Savena;S. Ruffillo;VIA TOSCANA;6;11;;
2234;2017;Savena;S. Ruffillo;VIA TOSCANA;9;57;;
2253;2017;Savena;S. Ruffillo;CORELLI;29;46;7;
2261;2017;Savena;S. Ruffillo;CORELLI;8;10;;
2270;2017;Savena;S. Ruffillo;CORELLI;9;20;;
2271;2017;Savena;S. Ruffillo;CORELLI;4;4;;
2289;2017;Savena;S. Ruffillo;MONTE DONATO;6;6;;
2298;2017;Savena;S. Ruffillo;VIA TOSCANA;9;21;;
2330;2017;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;17;77;;
21;2019;Borgo Panigale - Reno;Borgo Panigale;VIA DEL VIVAIO;6;5;;
34;2019;Borgo Panigale - Reno;Borgo Panigale;AEROPORTO;5;82;;
101;2019;Borgo Panigale - Reno;Borgo Panigale;BORGO CENTRO;31;74;;
150;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;16;25;;
151;2019;Borgo Panigale - Reno;Borgo Panigale;TRIUMVIRATO-PIETRA;12;27;;
161;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;5;5;;
171;2019;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;26;28;;
188;2019;Borgo Panigale - Reno;Borgo Panigale;RIGOSA;2;1;;
196;2019;Borgo Panigale - Reno;Borgo Panigale;CASTELDEBOLE;9;14;;
216;2019;Navile;Bolognina;CASERME ROSSE-MANIFATTURA;3;15;;
231;2019;Navile;Bolognina;ARCOVEGGIO;20;71;;
236;2019;Navile;Bolognina;ARCOVEGGIO;7;18;;
238;2019;Navile;Bolognina;ARCOVEGGIO;13;16;;
240;2019;Navile;Bolognina;ARCOVEGGIO;7;31;;
278;2019;Navile;Bolognina;PIAZZA DELL'UNITA';10;17;;
289;2019;Navile;Bolognina;PIAZZA DELL'UNITA';20;70;;
293;2019;Navile;Bolognina;PIAZZA DELL'UNITA';9;11;;
323;2019;Navile;Bolognina;VIA FERRARESE;45;162;;
373;2019;Navile;Corticella;SAVENA ABBANDONATO;2;55;;
374;2019;Navile;Corticella;SAVENA ABBANDONATO;1;1;;
382;2019;Navile;Corticella;SAN SAVINO;17;16;;
404;2019;Navile;Corticella;SAN SAVINO;28;77;;263
413;2019;Navile;Corticella;SAN SAVINO;32;43;;
435;2019;Navile;Corticella;CROCE COPERTA;54;258;;
444;2019;Navile;Corticella;CROCE COPERTA;20;24;;
455;2019;Navile;Corticella;CROCE COPERTA;22;189;;
513;2019;Navile;Lame;LAGHETTI DEL ROSARIO;1;9;;
525;2019;Navile;Lame;TIRO A SEGNO;4;6;;
543;2019;Navile;Lame;PESCAROLA;41;94;;
603;2019;Porto - Saragozza;Marconi;MARCONI-2;53;166;;
634;2019;Porto - Saragozza;Marconi;MARCONI-2;51;174;;
647;2019;Porto - Saragozza;Marconi;MARCONI-2;47;85;;
760;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;22;53;;51
761;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;23;33;;49
768;2019;Porto - Saragozza;Saffi;VIA VITTORIO VENETO;9;14;;
801;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;11;11;;
803;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;19;32;;23
814;2019;Borgo Panigale - Reno;Barca;BATTINDARNO;16;28;;
840;2019;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;3;3;;
841;2019;Borgo Panigale - Reno;Barca;VILLAGGIO DELLA BARCA;2;3;;
858;2019;Borgo Panigale - Reno;Barca;CANALE DI RENO;31;1018;;74
870;2019;Borgo Panigale - Reno;Barca;CANALE DI RENO;24;48;;
881;2019;Borgo Panigale - Reno;Barca;CANALE DI RENO;13;24;;
908;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;76;141;;
924;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;11;14;;
928;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;27;41;;
945;2019;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;3;3;;
951;2019;San Donato - San Vitale;San Donato;CADRIANO-CALAMOSCO;1;1;;
959;2019;San Donato - San Vitale;San Donato;FIERA;7;81;;
1001;2019;San Donato - San Vitale;San Donato;VIA DEL LAVORO;8;12;;
1020;2019;San Donato - San Vitale;San Donato;MICHELINO;9;683;;
1029;2019;San Donato - San Vitale;San Donato;VIA MONDO;24;33;;
1055;2019;San Donato - San Vitale;San Donato;VIA MONDO;40;74;;
1058;2019;San Donato - San Vitale;San Donato;VIA MONDO;1;1;;
1059;2019;San Donato - San Vitale;San Donato;VIA MONDO;1;1;;231
1079;2019;San Donato - San Vitale;San Donato;SAN DONNINO;9;9;;
1093;2019;San Donato - San Vitale;San Donato;PILASTRO;7;10;;
1112;2019;San Donato - San Vitale;San Donato;CAAB;1;184;;
1113;2019;San Donato - San Vitale;San Donato;CAAB;8;17;;
1170;2019;Santo Stefano;Colli;SAN MICHELE IN BOSCO;42;158;;54
1229;2019;Santo Stefano;Galvani;GALVANI-1;76;114;;
1257;2019;Santo Stefano;Galvani;GALVANI-2;15;14;;
1262;2019;Santo Stefano;Galvani;GALVANI-2;25;40;;
1269;2019;Santo Stefano;Galvani;GALVANI-2;70;111;;
1311;2019;Santo Stefano;Murri;DAGNINI;35;53;;
1312;2019;Santo Stefano;Murri;DAGNINI;56;96;;
1316;2019;Santo Stefano;Murri;DAGNINI;21;30;;
1332;2019;Santo Stefano;Murri;DAGNINI;27;42;;
1340;2019;Santo Stefano;Murri;MEZZOFANTI;25;33;;
1368;2019;Santo Stefano;Murri;DAGNINI;9;11;;
1377;2019;Santo Stefano;Murri;GIARDINI MARGHERITA;2;26;;247
1389;2019;Santo Stefano;Murri;SIEPELUNGA;14;49;;
1402;2019;Santo Stefano;Murri;SIEPELUNGA;24;41;;
1414;2019;Santo Stefano;Murri;CHIESANUOVA;26;37;;87
1419;2019;Santo Stefano;Murri;CHIESANUOVA;20;32;;
1512;2019;Santo Stefano;Irnerio;IRNERIO-1;18;22;;
1531;2019;Santo Stefano;Irnerio;IRNERIO-2;24;42;;
1558;2019;San Donato - San Vitale;S. Vitale;CIRENAICA;45;255;;42
1559;2019;San Donato - San Vitale;S. Vitale;CIRENAICA;3;4;;
1561;2019;San Donato - San Vitale;S. Vitale;CIRENAICA;75;220;;
1572;2019;San Donato - San Vitale;S. Vitale;CIRENAICA;13;14;;
1584;2019;San Donato - San Vitale;S. Vitale;CIRENAICA;24;28;;
1596;2019;San Donato - San Vitale;S. Vitale;CIRENAICA;5;4;;
1616;2019;San Donato - San Vitale;S. Vitale;MENGOLI;22;55;;
1696;2019;San Donato - San Vitale;S. Vitale;ROVERI;20;108;;
1730;2019;San Donato - San Vitale;S. Vitale;GUELFA;19;28;;
1744;2019;San Donato - San Vitale;S. Vitale;GUELFA;27;35;;
1804;2019;Porto - Saragozza;Costa Saragozza;XXI APRILE;38;75;;
1866;2019;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;8;8;;
1872;2019;Porto - Saragozza;Costa Saragozza;SAN GIUSEPPE;50;112;;
1944;2019;Porto - Saragozza;Malpighi;MALPIGHI-2;34;80;;
1979;2019;Porto - Saragozza;Malpighi;MALPIGHI-2;17;38;;
1992;2019;Porto - Saragozza;Malpighi;MALPIGHI-2;64;141;;
1998;2019;Porto - Saragozza;Malpighi;MALPIGHI-2;34;82;;
2003;2019;Savena;Mazzini;FOSSOLO;6;21;;362
2005;2019;Savena;Mazzini;LUNGO SAVENA;3;65;;
2022;2019;Savena;Mazzini;PONTEVECCHIO;13;40;;
2030;2019;Savena;Mazzini;BITONE;29;38;;
2040;2019;Savena;Mazzini;DUE MADONNE;23;30;;
2063;2019;Savena;Mazzini;PONTEVECCHIO;39;146;;
2065;2019;Savena;Mazzini;PONTEVECCHIO;4;6;;
2077;2019;Savena;Mazzini;BITONE;3;4;;
2084;2019;Savena;Mazzini;BITONE;9;9;;77
2087;2019;Savena;Mazzini;BITONE;40;62;;
2090;2019;Savena;Mazzini;BITONE;11;17;;
2102;2019;Savena;Mazzini;BITONE;12;78;;
2126;2019;Savena;Mazzini;VIA ARNO;38;57;;
2133;2019;Savena;Mazzini;VIA ARNO;1;5;;
2143;2019;Savena;Mazzini;CAVEDONE;13;15;;202
2152;2019;Savena;Mazzini;VIA ARNO;3;3;;
2154;2019;Savena;Mazzini;VIA ARNO;15;26;;
2157;2019;Savena;Mazzini;OSPEDALE BELLARIA;7;105;;
2171;2019;Savena;S. Ruffillo;VIA TOSCANA;22;33;;
2177;2019;Savena;S. Ruffillo;VIA TOSCANA;5;5;;
2182;2019;Savena;S. Ruffillo;VIA TOSCANA;6;6;;
2197;2019;Savena;S. Ruffillo;MONTE DONATO;22;40;;
2206;2019;Savena;S. Ruffillo;VIA TOSCANA;11;10;;
2207;2019;Savena;S. Ruffillo;VIA TOSCANA;29;38;;
2220;2019;Savena;S. Ruffillo;VIA TOSCANA;8;12;;
2223;2019;Savena;S. Ruffillo;VIA TOSCANA;19;31;;
2254;2019;Savena;S. Ruffillo;CORELLI;31;56;;
2270;2019;Savena;S. Ruffillo;CORELLI;11;22;;
2273;2019;Savena;S. Ruffillo;CORELLI;4;6;;317
2299;2019;Savena;S. Ruffillo;VIA TOSCANA;26;25;;
2306;2019;Savena;S. Ruffillo;VIA TOSCANA;5;5;;
2316;2019;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;10;11;;
2317;2019;Savena;S. Ruffillo;PONTE SAVENA-LA BASTIA;1;2;;
2324;2019;Navile;Corticella;CROCE COPERTA;25;111;;
2329;2019;Borgo Panigale - Reno;S. Viola;EMILIA PONENTE;28;1176;;
2034;2019;Savena;Mazzini;FOSSOLO;6;8;;52
